show_id,type,title,country,date_added,release_year,age_certification,duration,genres,description,principal_country,year_added,month_added,target_ages
s1648,Movie,Unexpectedly Yours,Philippines,"November 26, 2020",2017,TV-14,121 min,"Comedies, International Movies, Romantic Movies","A pair of former batchmates cross paths 30 years later when they wind up as new neighbors, and their reconnection soon blossoms into something more.",Philippines,2020,November,Teens
s1649,Movie,Ghosts of War,United Kingdom,"November 25, 2020",2020,R,95 min,Horror Movies,"Five, battle-worn Allied soldiers guarding a chateau previously occupied by Nazis start experiencing unexplained and terrifying supernatural horrors.",United Kingdom,2020,November,Adults
s1650,TV Show,Great Pretender,Japan,"November 25, 2020",2020,TV-MA,2 Seasons,"Anime Series, Crime TV Shows, International TV Shows","Supposedly Japan's greatest swindler, Makoto Edamura gets more than he bargained for when he tries to con Laurent Thierry, a real world-class crook.",Japan,2020,November,Adults
s1651,Movie,Shawn Mendes: Live in Concert,"United Kingdom, United States","November 25, 2020",2020,TV-PG,87 min,Music & Musicals,"In his hometown of Toronto, Shawn Mendes pours his heart out on stage with a live performance in a stadium packed with adoring fans.",United Kingdom,2020,November,Teens
s1652,Movie,The Christmas Chronicles: Part Two,Canada,"November 25, 2020",2020,PG,115 min,"Children & Family Movies, Comedies","Unhappy over her mom’s new relationship, a now-teenage Kate runs away and lands at the North Pole, where a naughty elf is plotting to cancel Christmas.",Canada,2020,November,Older Kids
s1653,Movie,Andhaghaaram,United States,"November 24, 2020",2020,TV-14,171 min,"Horror Movies, International Movies, Thrillers","As a blind librarian, dispirited cricketer and desolate psychiatrist each seek retribution and release, their lives overlap under eerie influences.",United States,2020,November,Teens
s1654,Movie,Andhakaaram,India,"November 24, 2020",2020,TV-14,171 min,"Horror Movies, International Movies, Thrillers","As a blind librarian, dispirited cricketer and desolate psychiatrist each seek retribution and release, their lives overlap under eerie influences.",India,2020,November,Teens
s1655,TV Show,Before 30,Nigeria,"November 24, 2020",2015,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Four female friends in the fast-paced city of Lagos, Nigeria endure public and private pressures to walk down the aisle by the age of 30.",Nigeria,2020,November,Adults
s1656,Movie,Dragons: Rescue Riders: Huttsgalor Holiday,United States,"November 24, 2020",2020,TV-Y,46 min,"Children & Family Movies, Comedies",Snowfall marks the start of Odinyule — the Viking holiday of giving! But crazy weather might cancel the tradition unless the Rescue Riders can swoop in.,United States,2020,November,Kids
s1657,Movie,Hillbilly Elegy,United States,"November 24, 2020",2020,R,117 min,Dramas,"An urgent phone call pulls a Yale Law student back to his Ohio hometown, where he reflects on three generations of family history and his own future.",United States,2020,November,Adults
s1658,Movie,Notes for My Son,Argentina,"November 24, 2020",2020,TV-MA,84 min,"Dramas, International Movies","Battling terminal cancer, a woman writes a one of a kind notebook about life, death and love for her son to remember her by. Based on a true story.",Argentina,2020,November,Adults
s1659,TV Show,Valentino,Egypt,"November 24, 2020",2020,TV-14,1 Season,"International TV Shows, TV Comedies, TV Dramas","As the owner of a group of international schools, a man gets caught in a series of scams as his wife, a principal, rules his life with an iron fist.",Egypt,2020,November,Teens
s1660,Movie,Hard Kill,United States,"November 23, 2020",2020,R,98 min,Action & Adventure,"When a billionaire hires a team of mercenaries for protection, they soon realize world-changing technology and his daughter’s life are also at stake.",United States,2020,November,Adults
s1661,Movie,Shawn Mendes: In Wonder,United States,"November 23, 2020",2020,TV-MA,83 min,"Documentaries, Music & Musicals","Over the course of a world tour, this unguarded documentary follows Shawn Mendes as he opens up about his stardom, relationships and musical future.",United States,2020,November,Adults
s1662,TV Show,Strongest Deliveryman,South Korea,"November 23, 2020",2017,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Two gutsy food delivery workers strive to overcome their socioeconomic disadvantages to achieve big goals – and bump into love along the way.,South Korea,2020,November,Adults
s1663,Movie,The Suit,Egypt,"November 23, 2020",2018,TV-14,97 min,"Action & Adventure, Comedies, International Movies","After a duo of slackers dress up as policemen for a costume party, they decide to prolong their disguise — not knowing that it will lead them to danger.",Egypt,2020,November,Teens
s1664,Movie,Dolly Parton’s Christmas on the Square,United States,"November 22, 2020",2020,TV-PG,99 min,"Children & Family Movies, Music & Musicals","Seasonal cheer comes to a screeching halt when a cold-hearted woman tries to sell her hometown's land. Can music, magic and memories change her mind?",United States,2020,November,Teens
s1665,Movie,Machete Kills,"United States, Russia","November 22, 2020",2013,R,108 min,Action & Adventure,Killer-for-hire Machete cuts a deal with the U.S. president to stop a nuclear missile attack but discovers a much larger conspiracy.,United States,2020,November,Adults
s1666,Movie,40 Sticks,Kenya,"November 20, 2020",2019,TV-14,93 min,"International Movies, Thrillers","When their prison bus crashes in a forest on a rainy night, a group of criminals finds themselves battling wild animals and a mysterious killer.",Kenya,2020,November,Teens
s1667,Movie,Alien Xmas,United States,"November 20, 2020",2020,TV-Y,42 min,Children & Family Movies,"A young elf mistakes a tiny alien for a Christmas gift, not knowing her new plaything has plans to destroy Earth's gravity — and steal all the presents.",United States,2020,November,Kids
s1668,TV Show,Flavorful Origins,China,"November 20, 2020",2020,TV-G,3 Seasons,"Docuseries, International TV Shows","Delve into the delectable world of Chaoshan cuisine, explore its unique ingredients and hear the stories of the people behind its creation.",China,2020,November,Kids
s1669,TV Show,Heart & Soul,United States,"November 20, 2020",2019,TV-14,1 Season,"International TV Shows, TV Dramas","At a hospital in Lagos, a doctor yearning for more field experience meets patients with various ailments that test his spiritual and medical beliefs.",United States,2020,November,Teens
s1670,Movie,If Anything Happens I Love You,United States,"November 20, 2020",2020,PG,13 min,Dramas,Grieving parents journey through an emotional void as they mourn the loss of a child in the aftermath of a tragic school shooting.,United States,2020,November,Older Kids
s1671,TV Show,Mismatched,India,"November 20, 2020",2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","After a disastrous set-up by their families, two teens strike up a tentative friendship at their summer program — but deeper feelings aren’t far behind.",India,2020,November,Adults
s1672,Movie,The App That Stole Christmas,United States,"November 20, 2020",2020,TV-PG,64 min,"Children & Family Movies, Comedies","A tech entrepreneur's Christmas shopping app is a smashing success, but he starts to realize his invention might be ruining the holiday spirit.",United States,2020,November,Teens
s1673,TV Show,Voices of Fire,United States,"November 20, 2020",2020,TV-PG,1 Season,"Docuseries, Reality TV","In this faith-based docuseries, Bishop Ezekiel Williams builds an inspiring, nontraditional gospel choir with the help of superstar nephew Pharrell.",United States,2020,November,Teens
s1674,Movie,Black Friday,India,"November 19, 2020",2004,TV-MA,162 min,"Dramas, International Movies",This docudrama based on the same-titled book tracks the aftermath of a 1993 bombing in Bombay through the eyes of a journalist covering the story.,India,2020,November,Adults
s1675,Movie,Bodyguard,India,"November 19, 2020",2011,TV-14,130 min,"Action & Adventure, Comedies, International Movies","Irked by her bodyguard, an heiress invents a secret admirer to throw him off his duties, but the plan may backfire when she falls for him.",India,2020,November,Teens
s1676,Movie,Break Ke Baad,India,"November 19, 2020",2010,TV-14,108 min,"Comedies, International Movies, Music & Musicals",Childhood friends Abhay and Aaliya experience plenty of obstacles in their paths as they find their way in the world and back to each other.,India,2020,November,Teens
s1677,Movie,Hawaizaada,India,"November 19, 2020",2015,TV-14,129 min,"Dramas, International Movies, Romantic Movies","In 1895 Mumbai, spirited Indian lad Shiv Talpade defies British rule and sparse funding – and physics – to build the world's first airplane.",India,2020,November,Teens
s1678,Movie,My Amnesia Girl,Philippines,"November 19, 2020",2010,TV-14,105 min,"International Movies, Romantic Movies","Years after leaving his bride-to-be at the altar, a man crosses paths with his ex and tries to make up for the past, only to find he's been forgotten.",Philippines,2020,November,Teens
s1679,Movie,Raman Raghav 2.0,India,"November 19, 2020",2016,TV-MA,133 min,"International Movies, Thrillers",A corrupt cop and a serial killer obsessed with a psychopath from the '60s get caught up in a ruthless cat-and-mouse game in this Indian thriller.,India,2020,November,Adults
s1680,Movie,Singham,India,"November 19, 2020",2011,TV-14,142 min,"Action & Adventure, Dramas, International Movies",A police inspector kills himself after a powerful gangster frames him for corruption – but soon the thug faces the full force of cop Bajirao Singham.,India,2020,November,Teens
s1681,Movie,TE3N,India,"November 19, 2020",2016,TV-14,128 min,"Dramas, International Movies, Thrillers","Still desperate to find his granddaughter nearly a decade after her kidnapping, a devoted grandfather chases a dangerous new lead.",India,2020,November,Teens
s1682,Movie,The Princess Switch: Switched Again,United States,"November 19, 2020",2020,TV-G,97 min,"Children & Family Movies, Comedies, Dramas","When Margaret's Christmas coronation complicates her love life, her double Stacy steps in to save the day. But will a third look-alike ruin their plan?",United States,2020,November,Kids
s1683,Movie,Three Words to Forever,Philippines,"November 19, 2020",2018,TV-G,107 min,"Comedies, Dramas, International Movies","As they near their 25th wedding anniversary, Rick and Cristy try to conceal their crumbling marriage while their family prepares for a big celebration.",Philippines,2020,November,Kids
s1684,Movie,Well Done Abba,India,"November 19, 2020",2009,TV-14,135 min,"Comedies, International Movies","On leave in his drought-ridden village to find his daughter a husband, a father becomes mired in the bribery-laced bureaucracy of his local government.",India,2020,November,Teens
s1685,TV Show,Holiday Home Makeover with Mr. Christmas,United States,"November 18, 2020",2020,TV-G,1 Season,Reality TV,"Interior designer Benjamin “Mr. Christmas” Bradley works with a trusty team of ""elves” to help families transform their homes for the holidays.",United States,2020,November,Kids
s1686,Movie,Ainu Mosir,"United States, Japan","November 17, 2020",2020,TV-PG,84 min,"Dramas, International Movies",A sensitive Ainu teen searches for a spiritual connection with his recently deceased dad while navigating his indigenous identity in a changing world.,United States,2020,November,Teens
